concept_id_1,concept_name_1,concept_class_id_1,concept_code_1,vocabulary_id_1,relationship_id,concept_id_2,concept_name_2,concept_class_id_2,concept_code_2,vocabulary_id_2
43584818,Morphine 30 MG Extended Release Oral Tablet [Morphinsulfat Abz],Branded Drug,OMOP942539,RxNorm Extension,Has marketed form,43620828,Morphine 30 MG Extended Release Oral Tablet [Morphinsulfat Abz] by AbZ-Pharma,Marketed Product,OMOP942540,RxNorm Extension
21169336,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoRapid]",Branded Drug,OMOP344941,RxNorm Extension,Has marketed form,21077948,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoRapid] Box of 5",Quant Branded Box,OMOP305328,RxNorm Extension
21129856,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoMix]",Branded Drug,OMOP344944,RxNorm Extension,Has marketed form,21058182,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoMix] Box of 5",Quant Branded Box,OMOP305377,RxNorm Extension
35758806,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoMix]",Branded Drug,OMOP2760267,RxNorm Extension,Has marketed form,35779592,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoMix] Box of 5",Quant Branded Box,OMOP2781053,RxNorm Extension
44034446,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoRapid]",Branded Drug,OMOP1029077,RxNorm Extension,Has marketed form,35779353,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoRapid] Box of 5",Quant Branded Box,OMOP2780814,RxNorm Extension
21169336,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoRapid]",Branded Drug,OMOP344941,RxNorm Extension,Has marketed form,21077947,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoRapid]",Quant Branded Drug,OMOP305321,RxNorm Extension
21129856,"Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoMix]",Branded Drug,OMOP344944,RxNorm Extension,Has marketed form,21068132,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoMix]",Quant Branded Drug,OMOP305367,RxNorm Extension
21070056,fluticasone 0.11 MG/ACTUAT Inhalant Solution [Flixotide],Branded Drug,OMOP356164,RxNorm Extension,Has marketed form,21108996,120 ACTUAT fluticasone 0.11 MG/ACTUAT Inhalant Solution [Flixotide],Quant Branded Drug,OMOP324754,RxNorm Extension
35758806,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoMix]",Branded Drug,OMOP2760267,RxNorm Extension,Has marketed form,35779725,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoMix]",Quant Branded Drug,OMOP2781186,RxNorm Extension
44034446,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoRapid]",Branded Drug,OMOP1029077,RxNorm Extension,Has marketed form,35779539,"3 ML Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoRapid]",Quant Branded Drug,OMOP2781000,RxNorm Extension
42903346,epinephrine 0.16 MG/ACTUAT Metered Dose Inhaler [Medihaler-Epi],Branded Drug,1360459,RxNorm,Has quantified form,1344304,300 ACTUAT epinephrine 0.16 MG/ACTUAT Metered Dose Inhaler [Medihaler-Epi],Quant Branded Drug,759761,RxNorm
40227786,carbetapentane citrate 5 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen C],Branded Drug,1037252,RxNorm,Has quantified form,42800307,12 HR carbetapentane citrate 5 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen C],Quant Branded Drug,1300437,RxNorm
40227791,carbetapentane citrate 60 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen CX],Branded Drug,1037255,RxNorm,Has quantified form,42800308,12 HR carbetapentane citrate 60 MG / guaifenesin 1000 MG Extended Release Oral Tablet [Allfen CX],Quant Branded Drug,1300438,RxNorm
46276419,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type...",Branded Drug,1657758,RxNorm,Has quantified form,19131879,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivate...",Quant Branded Drug,805378,RxNorm
702274,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type...",Branded Drug,2585718,RxNorm,Has quantified form,702640,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivate...",Quant Branded Drug,2585717,RxNorm
1594710,timolol 5 MG/ML Ophthalmic Solution [Timoptic],Branded Drug,1923431,RxNorm,Has quantified form,793239,12 HR timolol 5 MG/ML Ophthalmic Solution [Timoptic],Quant Branded Drug,1992304,RxNorm
35604756,testosterone undecanoate 250 MG/ML Injection [Aveed],Branded Drug,1738789,RxNorm,Has quantified form,44814609,3 ML testosterone undecanoate 250 MG/ML Injection [Aveed],Quant Branded Drug,1490667,RxNorm
46276391,panitumumab 20 MG/ML Injection [Vectibix],Branded Drug,1657707,RxNorm,Has quantified form,46276389,5 ML panitumumab 20 MG/ML Injection [Vectibix],Quant Branded Drug,1657705,RxNorm
46276391,panitumumab 20 MG/ML Injection [Vectibix],Branded Drug,1657707,RxNorm,Has quantified form,46276393,10 ML panitumumab 20 MG/ML Injection [Vectibix],Quant Branded Drug,1657712,RxNorm
46276391,panitumumab 20 MG/ML Injection [Vectibix],Branded Drug,1657707,RxNorm,Has quantified form,46276395,20 ML panitumumab 20 MG/ML Injection [Vectibix],Quant Branded Drug,1657723,RxNorm
44099236,Hydrocortisone 0.001 MG/MG Topical Cream [Corticreme],Branded Drug,OMOP1093867,RxNorm Extension,Has quantified form,35137607,1000 MG Hydrocortisone 0.001 MG/MG Topical Cream,Quant Clinical Drug,OMOP4794780,RxNorm Extension
35750343,Cladribine 1 MG/ML Injectable Solution [Leustat],Branded Drug,OMOP2751804,RxNorm Extension,Has quantified form,35829862,8 ML cladribine 1 MG/ML Injectable Solution,Quant Clinical Drug,OMOP5039666,RxNorm Extension
35750416,Acyclovir 0.05 MG/MG Topical Cream [Zovirax Cold Sore],Branded Drug,OMOP2751877,RxNorm Extension,Has quantified form,2021894,240000 MG acyclovir 0.05 MG/MG Topical Cream,Quant Clinical Drug,OMOP4920351,RxNorm Extension
35750416,Acyclovir 0.05 MG/MG Topical Cream [Zovirax Cold Sore],Branded Drug,OMOP2751877,RxNorm Extension,Has quantified form,2023966,1000 MG acyclovir 0.05 MG/MG Topical Cream,Quant Clinical Drug,OMOP4922497,RxNorm Extension
35750416,Acyclovir 0.05 MG/MG Topical Cream [Zovirax Cold Sore],Branded Drug,OMOP2751877,RxNorm Extension,Has quantified form,2021739,500000 MG acyclovir 0.05 MG/MG Topical Cream,Quant Clinical Drug,OMOP4920202,RxNorm Extension
35750416,Acyclovir 0.05 MG/MG Topical Cream [Zovirax Cold Sore],Branded Drug,OMOP2751877,RxNorm Extension,Has quantified form,2021838,450000 MG acyclovir 0.05 MG/MG Topical Cream,Quant Clinical Drug,OMOP4920300,RxNorm Extension
44060524,Immunoglobulin G 50 MG/ML Injectable Solution [Gamimune N],Branded Drug,OMOP1055155,RxNorm Extension,Has quantified form,35828354,96 ML immunoglobulin G 50 MG/ML Injectable Solution,Quant Clinical Drug,OMOP5039879,RxNorm Extension
35771361,terbinafine 0.01 MG/MG Topical Cream [Lamisil AT],Branded Drug,OMOP2772822,RxNorm Extension,Has quantified form,2023901,1000 MG terbinafine 0.01 MG/MG Topical Cream,Quant Clinical Drug,OMOP4922433,RxNorm Extension
21055442,Sumatriptan 200 MG/ML Nasal Spray [Imigran],Branded Drug,OMOP416355,RxNorm Extension,Has quantified form,36052232,0.01 ML sumatriptan 200 MG/ML Nasal Spray,Quant Clinical Drug,OMOP4977295,RxNorm Extension
21045673,Sumatriptan 100 MG/ML Nasal Spray [Imigran],Branded Drug,OMOP416498,RxNorm Extension,Has quantified form,36052249,0.01 ML sumatriptan 100 MG/ML Nasal Spray,Quant Clinical Drug,OMOP4977311,RxNorm Extension
21109266,fluticasone 0.11 MG/ACTUAT / salmeterol 0.025 MG/ACTUAT Inhalant Solution [Seretide],Branded Drug,OMOP356797,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
21110427,alfuzosin 2.5 MG Oral Tablet [Xatral SR],Branded Drug,OMOP346144,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
35749097,alfuzosin 2.5 MG Delayed Release Oral Tablet [Xatral SR],Branded Drug,OMOP2750558,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
35756416,Fenofibrate 150 MG Delayed Release Oral Tablet [Supralip],Branded Drug,OMOP2757877,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
35757720,fluticasone 0.113 MG/ACTUAT Inhalant Solution [Flixotide],Branded Drug,OMOP2759181,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
21050279,fluticasone 0.1 MG/ACTUAT Inhalant Solution [Flixotide],Branded Drug,OMOP356222,RxNorm Extension,Has supplier,21019982,Necessity Supplies,Supplier,OMOP339036,RxNorm Extension
